Date,value
2020-12-14 00:00:00+09:00,1897.8662109375
2020-12-15 00:00:00+09:00,1887.5843505859375
2020-12-16 00:00:00+09:00,1894.3741455078125
2020-12-17 00:00:00+09:00,1944.8135986328125
2020-12-18 00:00:00+09:00,1989.4326171875
2020-12-19 00:00:00+09:00,1989.4326171875
2020-12-20 00:00:00+09:00,1989.4326171875
2020-12-21 00:00:00+09:00,2018.5316162109375
2020-12-22 00:00:00+09:00,1948.6932373046875
2020-12-23 00:00:00+09:00,1969.062744140625
2020-12-24 00:00:00+09:00,1957.423095703125
2020-12-25 00:00:00+09:00,1930.8455810546875
2020-12-26 00:00:00+09:00,1930.8455810546875
2020-12-27 00:00:00+09:00,1930.8455810546875
2020-12-28 00:00:00+09:00,1974.8829345703125
2020-12-29 00:00:00+09:00,2015.6219482421875
2020-12-30 00:00:00+09:00,1995.252197265625
2020-12-31 00:00:00+09:00,1995.252197265625
2021-01-01 00:00:00+09:00,1995.252197265625
2021-01-02 00:00:00+09:00,1995.252197265625
2021-01-03 00:00:00+09:00,1995.252197265625
2021-01-04 00:00:00+09:00,2024.3514404296875
2021-01-05 00:00:00+09:00,2050.541015625
2021-01-06 00:00:00+09:00,2003.982421875
2021-01-07 00:00:00+09:00,2025.3218994140625
2021-01-08 00:00:00+09:00,2078.670654296875
2021-01-09 00:00:00+09:00,2078.670654296875
2021-01-10 00:00:00+09:00,2078.670654296875
2021-01-11 00:00:00+09:00,2078.670654296875
2021-01-12 00:00:00+09:00,2104.860107421875
2021-01-13 00:00:00+09:00,2075.7607421875
2021-01-14 00:00:00+09:00,2085.46044921875
2021-01-15 00:00:00+09:00,2048.601318359375
2021-01-16 00:00:00+09:00,2048.601318359375
2021-01-17 00:00:00+09:00,2048.601318359375
2021-01-18 00:00:00+09:00,2033.081298828125
2021-01-19 00:00:00+09:00,2057.3310546875
2021-01-20 00:00:00+09:00,2054.421142578125
2021-01-21 00:00:00+09:00,2057.3310546875
2021-01-22 00:00:00+09:00,2033.081298828125
2021-01-23 00:00:00+09:00,2033.081298828125
2021-01-24 00:00:00+09:00,2033.081298828125
2021-01-25 00:00:00+09:00,1998.1622314453125
2021-01-26 00:00:00+09:00,1995.252197265625
2021-01-27 00:00:00+09:00,1992.342529296875
2021-01-28 00:00:00+09:00,1946.7532958984375
2021-01-29 00:00:00+09:00,1949.6632080078125
2021-01-30 00:00:00+09:00,1949.6632080078125
2021-01-31 00:00:00+09:00,1949.6632080078125
2021-02-01 00:00:00+09:00,1970.0328369140625
2021-02-02 00:00:00+09:00,2030.1717529296875
2021-02-03 00:00:00+09:00,2063.1513671875
2021-02-04 00:00:00+09:00,2260.0576171875
2021-02-05 00:00:00+09:00,2415.25439453125
2021-02-06 00:00:00+09:00,2415.25439453125
2021-02-07 00:00:00+09:00,2415.25439453125
2021-02-08 00:00:00+09:00,2346.3857421875
2021-02-09 00:00:00+09:00,2294.006591796875
2021-02-10 00:00:00+09:00,2326.01611328125
2021-02-11 00:00:00+09:00,2326.01611328125
2021-02-12 00:00:00+09:00,2297.886962890625
2021-02-13 00:00:00+09:00,2297.886962890625
2021-02-14 00:00:00+09:00,2297.886962890625
2021-02-15 00:00:00+09:00,2322.13623046875
2021-02-16 00:00:00+09:00,2374.514892578125
2021-02-17 00:00:00+09:00,2366.755126953125
2021-02-18 00:00:00+09:00,2327.9560546875
2021-02-19 00:00:00+09:00,2321.16650390625
2021-02-20 00:00:00+09:00,2321.16650390625
2021-02-21 00:00:00+09:00,2321.16650390625
2021-02-22 00:00:00+09:00,2324.076171875
2021-02-23 00:00:00+09:00,2324.076171875
2021-02-24 00:00:00+09:00,2197.00830078125
2021-02-25 00:00:00+09:00,2244.537353515625
2021-02-26 00:00:00+09:00,2157.239501953125
2021-02-27 00:00:00+09:00,2157.239501953125
2021-02-28 00:00:00+09:00,2157.239501953125
2021-03-01 00:00:00+09:00,2212.528564453125
2021-03-02 00:00:00+09:00,2200.888427734375
2021-03-03 00:00:00+09:00,2197.978515625
2021-03-04 00:00:00+09:00,2142.689697265625
2021-03-05 00:00:00+09:00,2175.6689453125
2021-03-06 00:00:00+09:00,2175.6689453125
2021-03-07 00:00:00+09:00,2175.6689453125
2021-03-08 00:00:00+09:00,2137.839599609375
2021-03-09 00:00:00+09:00,2097.100341796875
2021-03-10 00:00:00+09:00,2133.95947265625
2021-03-11 00:00:00+09:00,2135.899658203125
2021-03-12 00:00:00+09:00,2197.978515625
2021-03-13 00:00:00+09:00,2197.978515625
2021-03-14 00:00:00+09:00,2197.978515625
2021-03-15 00:00:00+09:00,2211.558349609375
2021-03-16 00:00:00+09:00,2247.447509765625
2021-03-17 00:00:00+09:00,2245.5078125
2021-03-18 00:00:00+09:00,2256.177490234375
2021-03-19 00:00:00+09:00,2241.6279296875
2021-03-20 00:00:00+09:00,2241.6279296875
2021-03-21 00:00:00+09:00,2241.6279296875
2021-03-22 00:00:00+09:00,2223.197998046875
2021-03-23 00:00:00+09:00,2236.77734375
2021-03-24 00:00:00+09:00,2177.608642578125
2021-03-25 00:00:00+09:00,2175.6689453125
2021-03-26 00:00:00+09:00,2218.34814453125
2021-03-27 00:00:00+09:00,2218.34814453125
2021-03-28 00:00:00+09:00,2218.34814453125
2021-03-29 00:00:00+09:00,2257.1474609375
2021-03-30 00:00:00+09:00,2235.752685546875
2021-03-31 00:00:00+09:00,2255.202392578125
2021-04-01 00:00:00+09:00,2265.900146484375
2021-04-02 00:00:00+09:00,2372.873291015625
2021-04-03 00:00:00+09:00,2372.873291015625
2021-04-04 00:00:00+09:00,2372.873291015625
2021-04-05 00:00:00+09:00,2398.15869140625
2021-04-06 00:00:00+09:00,2349.533935546875
2021-04-07 00:00:00+09:00,2366.066162109375
2021-04-08 00:00:00+09:00,2314.524169921875
2021-04-09 00:00:00+09:00,2378.708740234375
2021-04-10 00:00:00+09:00,2378.708740234375
2021-04-11 00:00:00+09:00,2378.708740234375
2021-04-12 00:00:00+09:00,2368.01123046875
2021-04-13 00:00:00+09:00,2368.98388671875
2021-04-14 00:00:00+09:00,2370.9287109375
2021-04-15 00:00:00+09:00,2373.846435546875
2021-04-16 00:00:00+09:00,2349.533935546875
2021-04-17 00:00:00+09:00,2349.533935546875
2021-04-18 00:00:00+09:00,2349.533935546875
2021-04-19 00:00:00+09:00,2332.029052734375
2021-04-20 00:00:00+09:00,2307.71728515625
2021-04-21 00:00:00+09:00,2251.3125
2021-04-22 00:00:00+09:00,2279.5146484375
2021-04-23 00:00:00+09:00,2302.8544921875
2021-04-24 00:00:00+09:00,2302.8544921875
2021-04-25 00:00:00+09:00,2302.8544921875
2021-04-26 00:00:00+09:00,2275.625
2021-04-27 00:00:00+09:00,2227.000244140625
2021-04-28 00:00:00+09:00,2297.01953125
2021-04-29 00:00:00+09:00,2297.01953125
2021-04-30 00:00:00+09:00,2120.026611328125
2021-05-01 00:00:00+09:00,2120.026611328125
2021-05-02 00:00:00+09:00,2120.026611328125
2021-05-03 00:00:00+09:00,2120.026611328125
2021-05-04 00:00:00+09:00,2120.026611328125
2021-05-05 00:00:00+09:00,2120.026611328125
2021-05-06 00:00:00+09:00,2084.044189453125
2021-05-07 00:00:00+09:00,2036.3927001953125
2021-05-08 00:00:00+09:00,2036.3927001953125
2021-05-09 00:00:00+09:00,2036.3927001953125
2021-05-10 00:00:00+09:00,2096.68701171875
2021-05-11 00:00:00+09:00,2022.7774658203125
2021-05-12 00:00:00+09:00,2003.32763671875
2021-05-13 00:00:00+09:00,1942.8389892578125
2021-05-14 00:00:00+09:00,1988.7403564453125
2021-05-15 00:00:00+09:00,1988.7403564453125
2021-05-16 00:00:00+09:00,1988.7403564453125
2021-05-17 00:00:00+09:00,2009.1629638671875
2021-05-18 00:00:00+09:00,2007.2176513671875
2021-05-19 00:00:00+09:00,2026.6676025390625
2021-05-20 00:00:00+09:00,2037.364990234375
2021-05-21 00:00:00+09:00,2047.0899658203125
2021-05-22 00:00:00+09:00,2047.0899658203125
2021-05-23 00:00:00+09:00,2047.0899658203125
2021-05-24 00:00:00+09:00,2044.171875
2021-05-25 00:00:00+09:00,2091.82421875
2021-05-26 00:00:00+09:00,2081.126708984375
2021-05-27 00:00:00+09:00,2100.57666015625
2021-05-28 00:00:00+09:00,2133.640869140625
2021-05-29 00:00:00+09:00,2133.640869140625
2021-05-30 00:00:00+09:00,2133.640869140625
2021-05-31 00:00:00+09:00,2097.6591796875
2021-06-01 00:00:00+09:00,2106.411865234375
2021-06-02 00:00:00+09:00,2101.54931640625
2021-06-03 00:00:00+09:00,2111.274169921875
2021-06-04 00:00:00+09:00,2123.916259765625
2021-06-05 00:00:00+09:00,2123.916259765625
2021-06-06 00:00:00+09:00,2123.916259765625
2021-06-07 00:00:00+09:00,2110.30126953125
2021-06-08 00:00:00+09:00,2138.50390625
2021-06-09 00:00:00+09:00,2091.82421875
2021-06-10 00:00:00+09:00,2099.60400390625
2021-06-11 00:00:00+09:00,2112.24658203125
2021-06-12 00:00:00+09:00,2112.24658203125
2021-06-13 00:00:00+09:00,2112.24658203125
2021-06-14 00:00:00+09:00,2104.46630859375
2021-06-15 00:00:00+09:00,2142.3935546875
2021-06-16 00:00:00+09:00,2081.126708984375
2021-06-17 00:00:00+09:00,2032.5025634765625
2021-06-18 00:00:00+09:00,2042.2271728515625
2021-06-19 00:00:00+09:00,2042.2271728515625
2021-06-20 00:00:00+09:00,2042.2271728515625
2021-06-21 00:00:00+09:00,2050.00732421875
2021-06-22 00:00:00+09:00,2114.19140625
2021-06-23 00:00:00+09:00,2071.402099609375
2021-06-24 00:00:00+09:00,2078.209716796875
2021-06-25 00:00:00+09:00,2110.30126953125
2021-06-26 00:00:00+09:00,2110.30126953125
2021-06-27 00:00:00+09:00,2110.30126953125
2021-06-28 00:00:00+09:00,2114.19140625
2021-06-29 00:00:00+09:00,2139.47607421875
2021-06-30 00:00:00+09:00,2103.493896484375
2021-07-01 00:00:00+09:00,2127.80615234375
2021-07-02 00:00:00+09:00,2205.605712890625
